الغنائي	Lyrical
الالتحاق	Enrollment
الكثيرين	Many
الكيميائية	Chemical
وحمد	Hamad
توزيعها	Distributed
وبالفعل	And
للراليات	Rally
المعلوم	Known
والنهي	And
العملة	Currency
الدواجن	Poultry
وأصبحت	And
السنية	Sunni
عجلة	Wheel
والاعلام	And
بفتح	Open
باجراء	Hold
لبحث	Search
للرسول	Messenger
الآخرون	Others
لانجاح	To
الجارى	Current
الأميركيين	American
اللبن	Milk
يتقدم	Advancing
قصير	Short
الادلة	Evidence
المساحة	Area
فقدان	Loss
تحديث	Reload
الماشية	Cattle
للفن	Art
والاسلام	And
يلقي	Sheds
الادب	Literature
المستوردة	Imported
المقاتلين	Fighters
الرمي	Throwing
النطفة	Sperm
الاجيال	Generations
لدخول	To
باطن	Soles
مفتاح	Key
تجسد	Embody
رخصة	License
وتونس	Tunisia
فارق	Difference
ريتشارد	Richard
كن	Be
ومحافظ	And
تصدير	Export
ويلعب	And
مرورا	Passing
المحتمل	Probably
وأول	The
والاهلية	Civil
المتبادلة	Mutual
زملائه	Colleagues
ردا	Response
للأسف	Unfortunately
الاسترالي	Australian
مكانها	Place
ودية	Friendly
العنوان	Address
الأدوار	Roles
فاعلة	Actor
الاختبار	Test
السنغال	Senegal
حاجز	Barrier
وجهت	Directed
معلوم	Unknown
بعدة	Several
طبيب	Doctor
يحضر	Attend
درع	Shield
اجتماعي	Social
يتأثر	Affected
منوها	Alluding
والإسلام	Islam
صناعية	Industrial
طائرات	Aircraft
تخضع	Subject
بخير	Okay
المضافة	Added
سبقت	Before
الدين	Religion
علاوي	Allawi
اهتم	Care
واحدة	One
علمنا	Taught
المعنيين	Involved
فالقرآن	Qur'an
بهوان	Bahwan
لقطاع	Sector
تبعد	About
ضرورية	Necessary
الذهن	Mind
الجناح	Suite
المقداد	Miqdad
الخ	Etc
لولاية	State
طلبت	Asked
ديننا	Our
شبابنا	Our
يتبع	Followed
للمسابقة	Competition
اتصالات	Communications
مثلها	Like
التضخم	Inflation
وحيث	And
عباد	Sunflower
رفعت	Raised
أمانة	Secretariat
ومجموعة	The
يقطع	Cut
تولي	Take
كمن	Like
الدرامية	Dramatic
طاهر	Taher
يكسب	Earns
رقابة	Control
الهواتف	Phone
خلية	Cell
الايطالية	Italian
حيال	About
كريمة	Decent
ومتى	When
ينظرون	See
الرازي	Razi
والاردن	Jordan
الشتاء	Winter
الناطق	Spokesman
يتحمل	Bear
اللجوء	Seekers
خالية	Free
الخيول	Horses
ومنظمة	The
ثان	Than
باذن	Willing
الفعلية	Actual
واتخاذ	And
بالكثير	Lot
وبحث	Search
أحاديث	Conversations
بالنظر	Given
شريف	Sharif
والقيم	And
بالحديث	Talking
والنجاح	Success
إيمانا	Believing
عبرت	Crossed
الكائن	The
الميزان	Balance
فائزا	Winner
اجواء	Airs
تسوية	Settlement
يستقبل	Receives
اليمين	Right
رجالا	Men
احدا	One
الزوجين	Couple
قفز	Jumped
جدار	Wall
لانشاء	Generation
الجادة	Avenue
والتأكد	And
الساحل	Coast
متحدث	Speaker
ضمت	Included
دعوته	Call
والتوجيه	Directive
ثروة	Fortune
استقطاب	Attract
تراث	Heritage
سامي	Sami
موقفه	Position
الآخر	The
اولياء	Parents
شاهين	Shaheen
أميركي	US
واصدار	And
تأجيل	Delay
طرحها	Asked
وظل	Remained
انسانية	Humanitarian
يشغل	Occupies
بجولة	Touring
وبريطانيا	And
المسافة	Distance
التخصص	Specialization
اقامته	His
المنشودة	Desired
ومهما	Whatever
اجزاء	Parts
المال	Money
للقضاء	To
قابلة	Are
حجه	Hajj
واجبة	Due
الحميد	Hamid
تطويرها	Developed
الأوائل	Top
الضرائب	Taxes
والرسول	The
موجة	Wave
بقطاع	Sector
الشبابية	Youth
وإما	And
مجتمعنا	Our
سمات	Attributes
يختص	Respect
نووية	Nuclear
وجودها	The
جاره	Neighbor
المسيرة	March
الفور	Immediately
والشعر	Hair
الأبناء	Sons
والرابع	The
مناشط	مناشط
أنثى	Female
لقوم	Folk
نتائجه	Results
بتسليم	Delivered
موحد	Unified
ايجابيا	Positive
المخلوقات	Creatures
تخلو	Devoid
ينكر	Deny
فاضل	Fadel
طاعة	Obedience
وأهمية	The
صارت	Become
ابتغاء	Order
النمسا	Austria
بلغة	Language
يحفظ	Saves
أثار	Raised
مطلقا	Never
خدماتها	Services
وخدمة	And
واللجنة	Committee
الانفتاح	Opening
والمدارس	The
عرب	Arabs
الكفاءة	Efficiency
انظر	See
علق	Commented
غرار	Like
التكافل	Takaful
اسبوعين	Weeks
المربع	Box
ينطبق	Applies
لالوطن	Home
يسع	Accommodate
ليالي	S
الكلب	Dog
تثير	Raises
الصعوبة	Difficulty
كوبا	Cuba
الحماس	Enthusiasm
الرياضيين	Athletes
عائلة	Family
وأين	And
لشراء	To
وعضوية	The
نتحدث	Talking
طبية	Medical
البادي	Badi
أعد	Prepared
تحيط	Takes
القصوى	Maximum
الثاني	Second
فيلما	Film
رفيع	High
ووجود	And
ومنه	And
الشكيلي	Shukaily
للمياه	Water
الشعراوي	Hubert
ضابط	Officer
للتعريف	Definition
العون	Aid
الحصر	Limited
مفيدة	Useful
والتربية	Education
للمساهمة	To
اللحوم	Meat
التنفيذى	Executive
قديم	Old
والمسابقات	And
ايجابي	Positive
اخذت	Took
مردود	Yield
بديل	Alternative
اوائل	Early
ببناء	Building
صعد	Rose
ميزان	Balance
ممكنة	Possible
واستمر	And
بمكة	Mecca
الآسيوي	Asian
الظاهر	Apparent
درس	Studied
لئلا	Lest
العباد	Abbad
الإفاضة	Ifaadah
لانهم	Because
يجعلها	Makes
الاشجار	Trees
فحسب	Only
دينا	We
الوزارات	Ministries
يتردد	Frequented
الشهور	Months
قدموا	Gave
فاعل	Actor
الاسبانية	Spanish
معك	You
وجدوا	And
ش	St
احب	Like
إعلان	Announcement
النفطي	Oil
المنشطات	Doping
الاسماء	Names
ضعيف	Poor
الراغبين	Wishing
سيرة	Biography
خريجي	Graduates
المسلسلات	Series
ثماني	Eight
السوداني	Sudanese
طوكيو	Tokyo
نتوقع	Expect
للفنان	The
مرتفعا	Up
الاعمار	Construction
لمنتخب	Team
استمع	Listen
شن	Shen
يلقى	Thrown
الوقود	Fuel
اختبار	Test
لون	Color
الأنعام	An'am
السبعينيات	Seventies
مكثفة	Intense
البطاقات	Cards
المتقدمين	Applicants
يفيد	Benefit
فتاوى	Fatwas
خلقت	Created
بوعلي	Bouali
باعلوي	Ba'alawy
نعيم	Naim
أبى	Abi
صف	Row
غض	Juicy
معربا	Expressing
إشارة	Signal
ميداليات	Medals
مرتبط	Linked
للدراسات	Studies
الاحزاب	Parties
والتواصل	And
يستطيعون	Can
جنب	Side
يرتفع	Rises
اللياقة	Fitness
السرطان	Cancer
جماهيره	Fans
جامع	Collector
اشارت	Indicated
وتشغيل	And
شهور	Months
الشنفري	Shanfari
توفيق	Tawfiq
وتؤكد	And
غسل	Washing
اشواط	Games
الدوليين	International
الختامية	Final
المتزايد	Growing
اليوم	Day
التشكيل	Configuration
للوقوف	To
المصابين	Infected
مضغة	Embryo
والعناية	And
فردا	People
الأحد	Sunday
قدرا	Some
المستدامة	Sustainable
اثنان	Two
المحلل	Analyst
وضعه	Placed
أشكال	Forms
كلامه	His
الغالي	Dear
ايمانا	Believing
التنس	Tennis
الكاتبة	Writer
إنني	I
والالتزام	And
سرا	Secretly
نقد	Criticism
الفتيات	Girls
والآن	Now
امتلاك	Owning
لعدة	For
معاناة	Suffering
المعمول	Applicable
الاحياء	Neighborhoods
واهمية	The
فلذلك	Therefore
الفشل	Failure
والعملية	The
التطرق	Address
لعرض	To
بعقد	Holding
لسباق	Race
الطاعة	Obedience
التأكد	Sure
وعلينا	We
واشاد	Praised
تذهب	Go
يلاحظ	Notes
كابول	Kabul
دفعة	Batch
أجزاء	Parts
الذرية	Atomic
عاقبة	Consequence
التحدي	Challenge
وبمشاركة	And
تكاد	Almost
المنتشرة	Deployed
المتلقي	Receiving
الادوار	Floors
مخاطبة	Address
غزوة	Battle
السباقات	Races
فقهاء	Jurists
أشبه	Like
الشك	Uncertainty
يفترض	Assumes
الشهوات	Lusts
والناس	And
فعالية	Effectiveness
الشديدة	Severe
تعامل	Treated
أشارت	Indicated
الشراكة	Partnership
ليل	Lille
سواه	Others
لحم	Bethlehem
المحامين	Lawyers
الشارقة	Sharjah
ذاكرة	Memory
الزبير	Zubair
تبنى	Built
القراءات	Readings
المعروض	Supply
امنية	Security
الصفقات	Transactions
كأنما	As
التوظيف	Employment
سعي	Pursuit
ينتمي	Belongs
للتعامل	To
مطرح	Muttrah
والوسائل	And
عمرها	Old
اف	F
بالمناطق	Areas
الفضيلة	Virtue
وتشارك	And
والخارجية	Foreign
مشرفة	Senior
العريق	Ancient
الطفل	Child
روحي	Spiritual
أساسا	Essentially
المشتركين	Subscribers
ألقاها	Delivered
أسهم	Shares
الضوئي	Optical
للمسرح	Theatre
مديرة	Director
الباكستاني	Pakistan
لمجموعة	Group
فلسطينية	Palestinian
ورعاية	And
ارسنال	Arsenal
يفقد	Loses
والارتقاء	And
البارزة	Outstanding
المجلة	Journal
والنظر	And
بالمراكز	Centers
عرضة	Susceptible
بالشركة	Company
وأنها	And
الإعداد	Setup
الخاطئة	Erroneous
الإنكليزية	English
مدافع	Defender
للمحافظة	To
والحفاظ	And
تام	Tam
ورفض	And
الحركات	Movements
غرف	Rooms
شريحة	Slice
الآونة	Recent
وأهم	And
المتبقية	The
البرونزية	Bronze
بلادنا	Our
المعاصي	Sin
يكذب	Lying
بآيات	Verses
الامثل	Optimization
وكوريا	Korea
العمرة	Umrah
المتطورة	Advanced
لاعداد	To
والتكنولوجيا	And
ملحوظ	Markedly
محدود	Limited
وذهب	And
الصيادين	Fishermen
نهر	River
عندك	Have
وتوجيه	And
الشرك	Shirk
لكنني	But
آمنا	Safe
ارتباط	Link
رونالدو	Ronaldo
المسح	Survey
الفعال	Effective
مهمته	His
رسمي	Official
الأمثلة	Examples
المتوقعة	Projected
الشاشة	Screen
والرياضة	And
الظلام	Dark
فالنسيا	Valencia
ومراكز	The
جانبها	Part
الإطار	Box
والطرق	The
الواقعية	Realism
المتمثلة	Of
ياسين	Yassin
أذن	Authorized
تكشف	Reveals
مليونا	Million
تصرف	Disposal
للقوات	Force
للمركز	Center
مدخل	Entrance
وتبلغ	The
تزويد	Provide
المخيني	Mukhaini
إلغاء	Cancel
حسم	Resolution
الارقام	Numbers
ميزانية	Budget
للمخرج	Director
لمولانا	Maulana
مواهب	Talents
الشبكات	Networks
ذكرا	Male
الموعد	Date
لنشر	To
البلدي	Municipal
الدورية	Rotating
للاعبين	For
تتولى	Holds
اقتصاديا	Economically
للهيئة	For
حلت	Replaced
يتوجه	Heading
فريدة	Unique
سنن	Sunan
يغير	Change
التسبيح	Tasbeeh
الابداعية	Creative
الشحي	Shehhi
النسائي	Women's
حددت	Identified
لصاحبه	The
مكعب	Cubic
الخبر	News
بالحج	Hajj
لكتاب	Book
ثمريت	Thumrait
بقاء	Survival
امكانيات	Possibilities
الحداثة	Modernity
تقليص	Reduce
واكدت	And
ومتطلبات	And
ننسى	Forget
حظر	Ban
مجان	Majan
اسطبلات	Stables
قسمين	Two
اساسي	Key
والثالثة	The
كارلوس	Carlos
نظري	My
يقصد	Intended
نادى	Club
أعرب	Expressed
الميتة	Dead
المطر	Rain
والمهارات	And
تجربته	His
استثمارات	Investments
استيعاب	Accommodate
الاصيلة	Thoroughbreds
كانا	Were
اقليم	Province
بالغ	Deep
مروان	Marwan
ثورة	Revolution
سامية	Samia
ملحوظا	Remarkable
الجنوبي	Southern
رفضت	Rejected
الحبيب	Beloved
بغرض	To
استجابة	Response
تقليل	Reduce
الواضحة	Clear
المنزلية	Home
ثالثة	Third
باقامة	Establishment
كونغ	Kong
الصباحية	Morning
البنتاغون	Pentagon
القادسية	Qadisiyah
بشأنها	Thereon
اعمالها	Its
السعيد	Happy
فقالوا	They
لنادي	Club
والنهار	And
الاكاديمي	Academic
تفاعل	Interaction
فعالة	Effective
المباراتين	Games
الجبلية	Mountain
اسابيع	Weeks
انهاء	End
بالخوير	Khuwair
الجرح	Wound
لفظ	Word
والاجتهاد	And
يجلس	Sitting
ألوان	Colors
الضغوط	Pressure
مكونات	Components
شخصيا	Personally
منافسه	Rival
الأردني	Jordan
احياء	Revive
ويبين	Shows
ترسيخ	Consolidate
تزداد	Increased
يصعد	Climbs
الرائدة	Leading
تحرك	Move
ينظمها	Organized
بالبطولة	Championship
سريع	Fast
تسع	Nine
كاتب	Starter
الاختبارات	Tests
المضغة	Embryo
بينكم	You
السماوية	Heavenly
وافق	Approved
المصير	Determination
المركبة	Composite
بالكلية	Altogether
حسبما	As
المقترحة	Proposed
وأخذ	And
صوته	His
دولي	International
المعدات	Equipment
عاشور	Ashour
الحرفيين	Artisan
والمشايخ	The
تطورا	Sophisticated
القانوني	Legal
عادت	Returned
التفاهم	Understanding
حذر	Warned
تدشين	Launch
